level,config_label,preprocessing,model_name,params_json,n_standard_spectra,n_concentration_groups,concentration_groups_mg_L,n_cv_test_concentration_groups,held_out_test_concentrations_mg_L,edge_concentrations_not_tested_mg_L,validation_design,selection_rule,fit_status,error_message,cv_rmse,cv_mae,cv_r2,cv_smape_percent,cv_mape_percent,cv_bias_mg_L,cv_median_abs_error_mg_L,cv_max_abs_error_mg_L,n_cv_test_spectra
High,High__sg_selected__ElasticNet__021,sg_selected,ElasticNet,"{""model__alpha"": 0.01, ""model__l1_ratio"": 0.5}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,3.637139708919446,3.00263834938474,0.9153357743219288,4.322778921157699,4.4474052267500905,3.00263834938474,2.0764567147639106,7.110977647285125,20
High,High__sg_selected__ElasticNet__022,sg_selected,ElasticNet,"{""model__alpha"": 0.1, ""model__l1_ratio"": 0.5}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,3.6366244670417753,3.059313043658052,0.915359759908564,4.529476071857238,4.603403897215533,1.4863535266436605,2.171995201612038,7.211114267892157,20
High,High__sg_selected__SVR_RBF__023,sg_selected,SVR_RBF,"{""model__C"": 1.0, ""model__epsilon"": 0.05, ""model__gamma"": ""scale""}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,15.89640955313734,15.88700893589766,-0.6172533547588865,25.53639542482989,26.55783356055284,0.2384560021702263,16.001453831523392,16.792135029612993,20
High,High__sg_selected__SVR_RBF__024,sg_selected,SVR_RBF,"{""model__C"": 1.0, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,15.89718008364386,15.887979772163652,-0.6174101415155391,25.539073144030034,26.55515196494072,0.2255570340038883,15.993285696403747,16.80521477270922,20
High,High__sg_selected__SVR_RBF__025,sg_selected,SVR_RBF,"{""model__C"": 1.0, ""model__epsilon"": 0.5, ""model__gamma"": ""scale""}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,15.871590297005277,15.86216586339688,-0.6122072227583488,25.496673029358995,26.518745206525,0.2454063025905949,15.984073356767162,16.75362396954273,20
High,High__sg_selected__SVR_RBF__026,sg_selected,SVR_RBF,"{""model__C"": 10.0, ""model__epsilon"": 0.05, ""model__gamma"": ""scale""}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,6.980770092217059,6.831577129437671,0.6881206330854901,11.741804189254,11.424540125422194,-0.1157347290782229,6.943669698898802,9.713774080206704,20
High,High__sg_selected__SVR_RBF__027,sg_selected,SVR_RBF,"{""model__C"": 10.0, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,6.925730690786303,6.773675328010529,0.6930192281516843,11.663490826607957,11.342797760897977,-0.1600166426412741,6.886160449681796,9.620728680717631,20
High,High__sg_selected__SVR_RBF__028,sg_selected,SVR_RBF,"{""model__C"": 10.0, ""model__epsilon"": 0.5, ""model__gamma"": ""scale""}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,6.678019541026968,6.524113523053609,0.7145859520618365,11.1870990358763,10.9042285216528,-0.0921179496903583,6.635787441346402,9.411674899740577,20
High,High__sg_selected__SVR_RBF__029,sg_selected,SVR_RBF,"{""model__C"": 100.0, ""model__epsilon"": 0.05, ""model__gamma"": ""scale""}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,3.0984434461309047,2.688781992652632,0.938557748551222,4.244701028010911,4.360229642852518,2.633784964554465,2.5819356652887464,6.2677784153432015,20
High,High__sg_selected__SVR_RBF__030,sg_selected,SVR_RBF,"{""model__C"": 100.0, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,3.0831435440144985,2.743981219498219,0.939163045676811,4.49402871891782,4.623347686668412,2.604045595124146,2.546460136218865,5.704636449874428,20
High,High__sg_selected__SVR_RBF__031,sg_selected,SVR_RBF,"{""model__C"": 100.0, ""model__epsilon"": 0.5, ""model__gamma"": ""scale""}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,2.843942477372844,2.4879908790944514,0.9482367435865242,4.014634612142203,4.117439972649133,2.3369194048349478,2.2806884052521923,5.672863844704111,20
High,High__sg_selected__RandomForestRegressor__032,sg_selected,RandomForestRegressor,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,13.78422586917742,11.765625,-0.2160312499999999,25.80908502787269,21.760416666666668,-7.640625,12.96875,21.25,20
High,High__sg_selected__RandomForestRegressor__033,sg_selected,RandomForestRegressor,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__n_estimators"": 160}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,13.78422586917742,11.765625,-0.2160312499999999,25.80908502787269,21.760416666666668,-7.640625,12.96875,21.25,20
High,High__sg_selected__RandomForestRegressor__034,sg_selected,RandomForestRegressor,"{""model__max_features"": 0.5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,13.78422586917742,11.765625,-0.2160312499999999,25.80908502787269,21.760416666666668,-7.640625,12.96875,21.25,20
High,High__sg_selected__RandomForestRegressor__035,sg_selected,RandomForestRegressor,"{""model__max_features"": 0.5, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 160}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,13.78422586917742,11.765625,-0.2160312499999999,25.80908502787269,21.760416666666668,-7.640625,12.96875,21.25,20
High,High__sg_selected__RandomForestRegressor__036,sg_selected,RandomForestRegressor,"{""model__max_features"": 1.0, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,13.78422586917742,11.765625,-0.2160312499999999,25.80908502787269,21.760416666666668,-7.640625,12.96875,21.25,20
High,High__sg_selected__RandomForestRegressor__037,sg_selected,RandomForestRegressor,"{""model__max_features"": 1.0, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 160}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,13.78422586917742,11.765625,-0.2160312499999999,25.80908502787269,21.760416666666668,-7.640625,12.96875,21.25,20
High,High__sg_selected__GradientBoostingRegressor__038,sg_selected,GradientBoostingRegressor,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 120}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,13.762310455758415,13.1162346782631,-0.2121676101163356,24.66068826529804,22.479257147056973,-1.8565980498553976,14.477622186409205,17.763655931521072,20
High,High__sg_selected__GradientBoostingRegressor__039,sg_selected,GradientBoostingRegressor,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 120}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,14.805426722262949,14.399828198305272,-0.4028842267411059,25.23639968905382,23.83202162904896,0.503076104379447,15.04839122894553,20.34400621054576,20
